"","site_id","participant_id","condition","session","workout","exercise","set_type","weight","reps"
"1",1,1,"low",1,"B","db incline hammer curl","direct",20,10
"2",1,1,"low",1,"B","db romanian deadlift","direct",35,10
"3",1,1,"low",1,"B","db seated triceps (french press)","direct",35,9
"4",1,1,"low",1,"A","db supine triceps ext.","direct",20,9
"5",1,1,"low",1,"A","imagine chest press","indirect",150,9
"6",1,1,"low",1,"A","imagine leg ext.","direct",180,8
"7",1,1,"low",1,"B","imagine overhead press","indirect",130,10
"8",1,1,"low",1,"A","imagine seated leg curl","direct",110,11
"9",1,1,"low",1,"B","imagine seated row","indirect",220,9
"10",1,1,"low",1,"A","imagine torso arm - sup","indirect",240,10
"11",1,1,"low",1,"A","medx leg press - squat","direct",340,10
"12",1,1,"low",1,"A","split stance biceps curl","direct",25,10
"13",1,1,"low",2,"B","db incline hammer curl","direct",22.5,9
"14",1,1,"low",2,"B","db romanian deadlift","direct",40,10
"15",1,1,"low",2,"B","db seated triceps (french press)","direct",35,10
"16",1,1,"low",2,"A","db supine triceps ext.","direct",20,10
"17",1,1,"low",2,"A","imagine chest press","indirect",150,8
"18",1,1,"low",2,"A","imagine leg ext.","direct",180,9
"19",1,1,"low",2,"B","imagine overhead press","indirect",134,10
"20",1,1,"low",2,"A","imagine seated leg curl","direct",112,10
"21",1,1,"low",2,"B","imagine seated row","indirect",220,11
"22",1,1,"low",2,"A","imagine torso arm - sup","indirect",246,8
"23",1,1,"low",2,"A","medx leg press - squat","direct",342,15
"24",1,1,"low",2,"A","split stance biceps curl","direct",25,8
"25",1,1,"low",3,"B","db incline hammer curl","direct",22.5,NA
"26",1,1,"low",3,"B","db romanian deadlift","direct",40,10
"27",1,1,"low",3,"B","db seated triceps (french press)","direct",35,NA
"28",1,1,"low",3,"A","db supine triceps ext.","direct",20,10
"29",1,1,"low",3,"A","imagine chest press","indirect",150,8
"30",1,1,"low",3,"A","imagine leg ext.","direct",180,9
"31",1,1,"low",3,"B","imagine overhead press","indirect",138,NA
"32",1,1,"low",3,"A","imagine seated leg curl","direct",114,9
"33",1,1,"low",3,"B","imagine seated row","indirect",220,NA
"34",1,1,"low",3,"A","imagine torso arm - sup","indirect",246,8
"35",1,1,"low",3,"A","medx leg press - squat","direct",346,12
"36",1,1,"low",3,"A","split stance biceps curl","direct",25,10
"37",1,1,"low",4,"B","db incline hammer curl","direct",22.5,8
"38",1,1,"low",4,"B","db romanian deadlift","direct",40,10
"39",1,1,"low",4,"B","db seated triceps (french press)","direct",35,10
"40",1,1,"low",4,"A","db supine triceps ext.","direct",20,10
"41",1,1,"low",4,"A","imagine chest press","indirect",150,9
"42",1,1,"low",4,"A","imagine leg ext.","direct",180,10
"43",1,1,"low",4,"B","imagine overhead press","indirect",138,10
"44",1,1,"low",4,"A","imagine seated leg curl","direct",114,11
"45",1,1,"low",4,"B","imagine seated row","indirect",220,10
"46",1,1,"low",4,"A","imagine torso arm - sup","indirect",246,10
"47",1,1,"low",4,"A","medx leg press - squat","direct",350,10
"48",1,1,"low",4,"A","split stance biceps curl","direct",30,8
"49",1,1,"low",5,"B","db incline hammer curl","direct",22.5,NA
"50",1,1,"low",5,"B","db romanian deadlift","direct",40,NA
"51",1,1,"low",5,"B","db seated triceps (french press)","direct",35,NA
"52",1,1,"low",5,"A","db supine triceps ext.","direct",20,NA
"53",1,1,"low",5,"A","imagine chest press","indirect",150,8
"54",1,1,"low",5,"A","imagine leg ext.","direct",182,9
"55",1,1,"low",5,"B","imagine overhead press","indirect",140,NA
"56",1,1,"low",5,"A","imagine seated leg curl","direct",116,10
"57",1,1,"low",5,"B","imagine seated row","indirect",222,NA
"58",1,1,"low",5,"A","imagine torso arm - sup","indirect",248,9
"59",1,1,"low",5,"A","medx leg press - squat","direct",350,10
"60",1,1,"low",5,"A","split stance biceps curl","direct",30,NA
"61",1,1,"low",6,"B","db incline hammer curl","direct",NA,NA
"62",1,1,"low",6,"B","db romanian deadlift","direct",NA,NA
"63",1,1,"low",6,"B","db seated triceps (french press)","direct",NA,NA
"64",1,1,"low",6,"A","db supine triceps ext.","direct",NA,NA
"65",1,1,"low",6,"A","imagine chest press","indirect",150,NA
"66",1,1,"low",6,"A","imagine leg ext.","direct",182,NA
"67",1,1,"low",6,"B","imagine overhead press","indirect",NA,NA
"68",1,1,"low",6,"A","imagine seated leg curl","direct",118,NA
"69",1,1,"low",6,"B","imagine seated row","indirect",NA,NA
"70",1,1,"low",6,"A","imagine torso arm - sup","indirect",248,NA
"71",1,1,"low",6,"A","medx leg press - squat","direct",354,8
"72",1,1,"low",6,"A","split stance biceps curl","direct",NA,NA
"73",1,1,"low",7,"B","db incline hammer curl","direct",NA,NA
"74",1,1,"low",7,"B","db romanian deadlift","direct",NA,NA
"75",1,1,"low",7,"B","db seated triceps (french press)","direct",NA,NA
"76",1,1,"low",7,"A","db supine triceps ext.","direct",15,NA
"77",1,1,"low",7,"A","imagine chest press","indirect",150,NA
"78",1,1,"low",7,"A","imagine leg ext.","direct",240,5
"79",1,1,"low",7,"B","imagine overhead press","indirect",NA,NA
"80",1,1,"low",7,"A","imagine seated leg curl","direct",116,7
"81",1,1,"low",7,"B","imagine seated row","indirect",NA,NA
"82",1,1,"low",7,"A","imagine torso arm - sup","indirect",240,NA
"83",1,1,"low",7,"A","medx leg press - squat","direct",350,6
"84",1,1,"low",7,"A","split stance biceps curl","direct",25,NA
"85",1,1,"low",8,"B","db incline hammer curl","direct",NA,NA
"86",1,1,"low",8,"B","db romanian deadlift","direct",NA,NA
"87",1,1,"low",8,"B","db seated triceps (french press)","direct",NA,NA
"88",1,1,"low",8,"A","db supine triceps ext.","direct",NA,NA
"89",1,1,"low",8,"A","imagine chest press","indirect",NA,NA
"90",1,1,"low",8,"A","imagine leg ext.","direct",NA,NA
"91",1,1,"low",8,"B","imagine overhead press","indirect",NA,NA
"92",1,1,"low",8,"A","imagine seated leg curl","direct",NA,NA
"93",1,1,"low",8,"B","imagine seated row","indirect",NA,NA
"94",1,1,"low",8,"A","imagine torso arm - sup","indirect",NA,NA
"95",1,1,"low",8,"A","medx leg press - squat","direct",NA,NA
"96",1,1,"low",8,"A","split stance biceps curl","direct",NA,NA
"97",1,1,"low",9,"B","db incline hammer curl","direct",NA,NA
"98",1,1,"low",9,"B","db romanian deadlift","direct",NA,NA
"99",1,1,"low",9,"B","db seated triceps (french press)","direct",NA,NA
"100",1,1,"low",9,"A","db supine triceps ext.","direct",NA,NA
"101",1,1,"low",9,"A","imagine chest press","indirect",NA,NA
"102",1,1,"low",9,"A","imagine leg ext.","direct",NA,NA
"103",1,1,"low",9,"B","imagine overhead press","indirect",NA,NA
"104",1,1,"low",9,"A","imagine seated leg curl","direct",NA,NA
"105",1,1,"low",9,"B","imagine seated row","indirect",NA,NA
"106",1,1,"low",9,"A","imagine torso arm - sup","indirect",NA,NA
"107",1,1,"low",9,"A","medx leg press - squat","direct",NA,NA
"108",1,1,"low",9,"A","split stance biceps curl","direct",NA,NA
"109",1,1,"low",10,"B","db incline hammer curl","direct",NA,NA
"110",1,1,"low",10,"B","db romanian deadlift","direct",NA,NA
"111",1,1,"low",10,"B","db seated triceps (french press)","direct",NA,NA
"112",1,1,"low",10,"A","db supine triceps ext.","direct",NA,NA
"113",1,1,"low",10,"A","imagine chest press","indirect",NA,NA
"114",1,1,"low",10,"A","imagine leg ext.","direct",NA,NA
"115",1,1,"low",10,"B","imagine overhead press","indirect",NA,NA
"116",1,1,"low",10,"A","imagine seated leg curl","direct",NA,NA
"117",1,1,"low",10,"B","imagine seated row","indirect",NA,NA
"118",1,1,"low",10,"A","imagine torso arm - sup","indirect",NA,NA
"119",1,1,"low",10,"A","medx leg press - squat","direct",NA,NA
"120",1,1,"low",10,"A","split stance biceps curl","direct",NA,NA
"121",1,1,"low",11,"B","db incline hammer curl","direct",NA,NA
"122",1,1,"low",11,"B","db romanian deadlift","direct",NA,NA
"123",1,1,"low",11,"B","db seated triceps (french press)","direct",NA,NA
"124",1,1,"low",11,"A","db supine triceps ext.","direct",NA,NA
"125",1,1,"low",11,"A","imagine chest press","indirect",NA,NA
"126",1,1,"low",11,"A","imagine leg ext.","direct",NA,NA
"127",1,1,"low",11,"B","imagine overhead press","indirect",NA,NA
"128",1,1,"low",11,"A","imagine seated leg curl","direct",NA,NA
"129",1,1,"low",11,"B","imagine seated row","indirect",NA,NA
"130",1,1,"low",11,"A","imagine torso arm - sup","indirect",NA,NA
"131",1,1,"low",11,"A","medx leg press - squat","direct",NA,NA
"132",1,1,"low",11,"A","split stance biceps curl","direct",NA,NA
"133",1,1,"low",12,"B","db incline hammer curl","direct",NA,NA
"134",1,1,"low",12,"B","db romanian deadlift","direct",NA,NA
"135",1,1,"low",12,"B","db seated triceps (french press)","direct",NA,NA
"136",1,1,"low",12,"A","db supine triceps ext.","direct",NA,NA
"137",1,1,"low",12,"A","imagine chest press","indirect",NA,NA
"138",1,1,"low",12,"A","imagine leg ext.","direct",NA,NA
"139",1,1,"low",12,"B","imagine overhead press","indirect",NA,NA
"140",1,1,"low",12,"A","imagine seated leg curl","direct",NA,NA
"141",1,1,"low",12,"B","imagine seated row","indirect",NA,NA
"142",1,1,"low",12,"A","imagine torso arm - sup","indirect",NA,NA
"143",1,1,"low",12,"A","medx leg press - squat","direct",NA,NA
"144",1,1,"low",12,"A","split stance biceps curl","direct",NA,NA
"145",1,1,"low",13,"B","db incline hammer curl","direct",NA,NA
"146",1,1,"low",13,"B","db romanian deadlift","direct",NA,NA
"147",1,1,"low",13,"B","db seated triceps (french press)","direct",NA,NA
"148",1,1,"low",13,"A","db supine triceps ext.","direct",NA,NA
"149",1,1,"low",13,"A","imagine chest press","indirect",NA,NA
"150",1,1,"low",13,"A","imagine leg ext.","direct",NA,NA
"151",1,1,"low",13,"B","imagine overhead press","indirect",NA,NA
"152",1,1,"low",13,"A","imagine seated leg curl","direct",NA,NA
"153",1,1,"low",13,"B","imagine seated row","indirect",NA,NA
"154",1,1,"low",13,"A","imagine torso arm - sup","indirect",NA,NA
"155",1,1,"low",13,"A","medx leg press - squat","direct",NA,NA
"156",1,1,"low",13,"A","split stance biceps curl","direct",NA,NA
"157",1,1,"low",14,"B","db incline hammer curl","direct",NA,NA
"158",1,1,"low",14,"B","db romanian deadlift","direct",NA,NA
"159",1,1,"low",14,"B","db seated triceps (french press)","direct",NA,NA
"160",1,1,"low",14,"A","db supine triceps ext.","direct",NA,NA
"161",1,1,"low",14,"A","imagine chest press","indirect",NA,NA
"162",1,1,"low",14,"A","imagine leg ext.","direct",NA,NA
"163",1,1,"low",14,"B","imagine overhead press","indirect",NA,NA
"164",1,1,"low",14,"A","imagine seated leg curl","direct",NA,NA
"165",1,1,"low",14,"B","imagine seated row","indirect",NA,NA
"166",1,1,"low",14,"A","imagine torso arm - sup","indirect",NA,NA
"167",1,1,"low",14,"A","medx leg press - squat","direct",NA,NA
"168",1,1,"low",14,"A","split stance biceps curl","direct",NA,NA
"169",1,1,"low",15,"B","db incline hammer curl","direct",NA,NA
"170",1,1,"low",15,"B","db romanian deadlift","direct",NA,NA
"171",1,1,"low",15,"B","db seated triceps (french press)","direct",NA,NA
"172",1,1,"low",15,"A","db supine triceps ext.","direct",NA,NA
"173",1,1,"low",15,"A","imagine chest press","indirect",NA,NA
"174",1,1,"low",15,"A","imagine leg ext.","direct",NA,NA
"175",1,1,"low",15,"B","imagine overhead press","indirect",NA,NA
"176",1,1,"low",15,"A","imagine seated leg curl","direct",NA,NA
"177",1,1,"low",15,"B","imagine seated row","indirect",NA,NA
"178",1,1,"low",15,"A","imagine torso arm - sup","indirect",NA,NA
"179",1,1,"low",15,"A","medx leg press - squat","direct",NA,NA
"180",1,1,"low",15,"A","split stance biceps curl","direct",NA,NA
"181",1,1,"low",16,"B","db incline hammer curl","direct",NA,NA
"182",1,1,"low",16,"B","db romanian deadlift","direct",NA,NA
"183",1,1,"low",16,"B","db seated triceps (french press)","direct",NA,NA
"184",1,1,"low",16,"A","db supine triceps ext.","direct",NA,NA
"185",1,1,"low",16,"A","imagine chest press","indirect",NA,NA
"186",1,1,"low",16,"A","imagine leg ext.","direct",NA,NA
"187",1,1,"low",16,"B","imagine overhead press","indirect",NA,NA
"188",1,1,"low",16,"A","imagine seated leg curl","direct",NA,NA
"189",1,1,"low",16,"B","imagine seated row","indirect",NA,NA
"190",1,1,"low",16,"A","imagine torso arm - sup","indirect",NA,NA
"191",1,1,"low",16,"A","medx leg press - squat","direct",NA,NA
"192",1,1,"low",16,"A","split stance biceps curl","direct",NA,NA
"193",1,1,"low",17,"B","db incline hammer curl","direct",NA,NA
"194",1,1,"low",17,"B","db romanian deadlift","direct",NA,NA
"195",1,1,"low",17,"B","db seated triceps (french press)","direct",NA,NA
"196",1,1,"low",17,"A","db supine triceps ext.","direct",NA,NA
"197",1,1,"low",17,"A","imagine chest press","indirect",NA,NA
"198",1,1,"low",17,"A","imagine leg ext.","direct",NA,NA
"199",1,1,"low",17,"B","imagine overhead press","indirect",NA,NA
"200",1,1,"low",17,"A","imagine seated leg curl","direct",NA,NA
"201",1,1,"low",17,"B","imagine seated row","indirect",NA,NA
"202",1,1,"low",17,"A","imagine torso arm - sup","indirect",NA,NA
"203",1,1,"low",17,"A","medx leg press - squat","direct",NA,NA
"204",1,1,"low",17,"A","split stance biceps curl","direct",NA,NA
"205",1,1,"low",18,"B","db incline hammer curl","direct",NA,NA
"206",1,1,"low",18,"B","db romanian deadlift","direct",NA,NA
"207",1,1,"low",18,"B","db seated triceps (french press)","direct",NA,NA
"208",1,1,"low",18,"A","db supine triceps ext.","direct",NA,NA
"209",1,1,"low",18,"A","imagine chest press","indirect",NA,NA
"210",1,1,"low",18,"A","imagine leg ext.","direct",NA,NA
"211",1,1,"low",18,"B","imagine overhead press","indirect",NA,NA
"212",1,1,"low",18,"A","imagine seated leg curl","direct",NA,NA
"213",1,1,"low",18,"B","imagine seated row","indirect",NA,NA
"214",1,1,"low",18,"A","imagine torso arm - sup","indirect",NA,NA
"215",1,1,"low",18,"A","medx leg press - squat","direct",NA,NA
"216",1,1,"low",18,"A","split stance biceps curl","direct",NA,NA
"217",1,2,"high",1,NA,"db incline hammer curl","direct",30,8
"218",1,2,"high",1,NA,"db romanian deadlift","direct",70,9
"219",1,2,"high",1,NA,"db seated triceps (french press)","direct",40,10
"220",1,2,"high",1,NA,"db supine triceps ext.","direct",35,10
"221",1,2,"high",1,NA,"imagine chest press","indirect",220,10
"222",1,2,"high",1,NA,"imagine leg ext.","direct",280,10
"223",1,2,"high",1,NA,"imagine overhead press","indirect",170,10
"224",1,2,"high",1,NA,"imagine seated leg curl","direct",160,10
"225",1,2,"high",1,NA,"imagine seated row","indirect",300,10
"226",1,2,"high",1,NA,"imagine torso arm - sup","indirect",320,10
"227",1,2,"high",1,NA,"medx leg press - squat","direct",498,10
"228",1,2,"high",1,NA,"split stance biceps curl","direct",30,10
"229",1,2,"high",2,NA,"db incline hammer curl","direct",30,12
"230",1,2,"high",2,NA,"db romanian deadlift","direct",70,10
"231",1,2,"high",2,NA,"db seated triceps (french press)","direct",45,11
"232",1,2,"high",2,NA,"db supine triceps ext.","direct",35,10
"233",1,2,"high",2,NA,"imagine chest press","indirect",220,8
"234",1,2,"high",2,NA,"imagine leg ext.","direct",282,10
"235",1,2,"high",2,NA,"imagine overhead press","indirect",174,10
"236",1,2,"high",2,NA,"imagine seated leg curl","direct",162,10
"237",1,2,"high",2,NA,"imagine seated row","indirect",304,10
"238",1,2,"high",2,NA,"imagine torso arm - sup","indirect",320,10
"239",1,2,"high",2,NA,"medx leg press - squat","direct",498,10
"240",1,2,"high",2,NA,"split stance biceps curl","direct",30,12
"241",1,2,"high",3,NA,"db incline hammer curl","direct",35,4
"242",1,2,"high",3,NA,"db romanian deadlift","direct",40,10
"243",1,2,"high",3,NA,"db seated triceps (french press)","direct",50,10
"244",1,2,"high",3,NA,"db supine triceps ext.","direct",35,10
"245",1,2,"high",3,NA,"imagine chest press","indirect",224,10
"246",1,2,"high",3,NA,"imagine leg ext.","direct",286,10
"247",1,2,"high",3,NA,"imagine overhead press","indirect",176,10
"248",1,2,"high",3,NA,"imagine seated leg curl","direct",166,10
"249",1,2,"high",3,NA,"imagine seated row","indirect",308,10
"250",1,2,"high",3,NA,"imagine torso arm - sup","indirect",326,10
"251",1,2,"high",3,NA,"medx leg press - squat","direct",498,10
"252",1,2,"high",3,NA,"split stance biceps curl","direct",35,10
"253",1,2,"high",4,NA,"db incline hammer curl","direct",30,12
"254",1,2,"high",4,NA,"db romanian deadlift","direct",45,10
"255",1,2,"high",4,NA,"db seated triceps (french press)","direct",55,10
"256",1,2,"high",4,NA,"db supine triceps ext.","direct",40,10
"257",1,2,"high",4,NA,"imagine chest press","indirect",228,9
"258",1,2,"high",4,NA,"imagine leg ext.","direct",290,10
"259",1,2,"high",4,NA,"imagine overhead press","indirect",180,10
"260",1,2,"high",4,NA,"imagine seated leg curl","direct",170,10
"261",1,2,"high",4,NA,"imagine seated row","indirect",312,10
"262",1,2,"high",4,NA,"imagine torso arm - sup","indirect",330,10
"263",1,2,"high",4,NA,"medx leg press - squat","direct",498,10
"264",1,2,"high",4,NA,"split stance biceps curl","direct",35,10
"265",1,2,"high",5,NA,"db incline hammer curl","direct",30,12
"266",1,2,"high",5,NA,"db romanian deadlift","direct",50,10
"267",1,2,"high",5,NA,"db seated triceps (french press)","direct",55,10
"268",1,2,"high",5,NA,"db supine triceps ext.","direct",40,10
"269",1,2,"high",5,NA,"imagine chest press","indirect",228,8
"270",1,2,"high",5,NA,"imagine leg ext.","direct",294,9
"271",1,2,"high",5,NA,"imagine overhead press","indirect",184,11
"272",1,2,"high",5,NA,"imagine seated leg curl","direct",174,10
"273",1,2,"high",5,NA,"imagine seated row","indirect",316,9
"274",1,2,"high",5,NA,"imagine torso arm - sup","indirect",334,10
"275",1,2,"high",5,NA,"medx leg press - squat","direct",498,10
"276",1,2,"high",5,NA,"split stance biceps curl","direct",35,12
"277",1,2,"high",6,NA,"db incline hammer curl","direct",30,12
"278",1,2,"high",6,NA,"db romanian deadlift","direct",50,10
"279",1,2,"high",6,NA,"db seated triceps (french press)","direct",55,10
"280",1,2,"high",6,NA,"db supine triceps ext.","direct",40,12
"281",1,2,"high",6,NA,"imagine chest press","indirect",228,10
"282",1,2,"high",6,NA,"imagine leg ext.","direct",294,10
"283",1,2,"high",6,NA,"imagine overhead press","indirect",186,10
"284",1,2,"high",6,NA,"imagine seated leg curl","direct",178,10
"285",1,2,"high",6,NA,"imagine seated row","indirect",316,9
"286",1,2,"high",6,NA,"imagine torso arm - sup","indirect",338,10
"287",1,2,"high",6,NA,"medx leg press - squat","direct",498,10
"288",1,2,"high",6,NA,"split stance biceps curl","direct",40,10
"289",1,2,"high",7,NA,"db incline hammer curl","direct",35,9
"290",1,2,"high",7,NA,"db romanian deadlift","direct",50,12
"291",1,2,"high",7,NA,"db seated triceps (french press)","direct",55,11
"292",1,2,"high",7,NA,"db supine triceps ext.","direct",45,10
"293",1,2,"high",7,NA,"imagine chest press","indirect",232,10
"294",1,2,"high",7,NA,"imagine leg ext.","direct",300,11
"295",1,2,"high",7,NA,"imagine overhead press","indirect",190,10
"296",1,2,"high",7,NA,"imagine seated leg curl","direct",182,11
"297",1,2,"high",7,NA,"imagine seated row","indirect",316,11
"298",1,2,"high",7,NA,"imagine torso arm - sup","indirect",342,10
"299",1,2,"high",7,NA,"medx leg press - squat","direct",498,11
"300",1,2,"high",7,NA,"split stance biceps curl","direct",40,9.75
"301",1,2,"high",8,NA,"db incline hammer curl","direct",35,10.75
"302",1,2,"high",8,NA,"db romanian deadlift","direct",50,12
"303",1,2,"high",8,NA,"db seated triceps (french press)","direct",60,11
"304",1,2,"high",8,NA,"db supine triceps ext.","direct",50,9
"305",1,2,"high",8,NA,"imagine chest press","indirect",236,10
"306",1,2,"high",8,NA,"imagine leg ext.","direct",304,10
"307",1,2,"high",8,NA,"imagine overhead press","indirect",192,10
"308",1,2,"high",8,NA,"imagine seated leg curl","direct",184,11
"309",1,2,"high",8,NA,"imagine seated row","indirect",318,10
"310",1,2,"high",8,NA,"imagine torso arm - sup","indirect",346,11
"311",1,2,"high",8,NA,"medx leg press - squat","direct",498,14
"312",1,2,"high",8,NA,"split stance biceps curl","direct",40,9.8
"313",1,2,"high",9,NA,"db incline hammer curl","direct",35,11
"314",1,2,"high",9,NA,"db romanian deadlift","direct",55,10
"315",1,2,"high",9,NA,"db seated triceps (french press)","direct",60,11
"316",1,2,"high",9,NA,"db supine triceps ext.","direct",50,9
"317",1,2,"high",9,NA,"imagine chest press","indirect",238,11
"318",1,2,"high",9,NA,"imagine leg ext.","direct",306,11
"319",1,2,"high",9,NA,"imagine overhead press","indirect",194,9
"320",1,2,"high",9,NA,"imagine seated leg curl","direct",186,10
"321",1,2,"high",9,NA,"imagine seated row","indirect",320,10
"322",1,2,"high",9,NA,"imagine torso arm - sup","indirect",350,11
"323",1,2,"high",9,NA,"medx leg press - squat","direct",498,15
"324",1,2,"high",9,NA,"split stance biceps curl","direct",40,10.8
"325",1,2,"high",10,NA,"db incline hammer curl","direct",35,10
"326",1,2,"high",10,NA,"db romanian deadlift","direct",55,10
"327",1,2,"high",10,NA,"db seated triceps (french press)","direct",60,9
"328",1,2,"high",10,NA,"db supine triceps ext.","direct",50,10
"329",1,2,"high",10,NA,"imagine chest press","indirect",240,10
"330",1,2,"high",10,NA,"imagine leg ext.","direct",308,9
"331",1,2,"high",10,NA,"imagine overhead press","indirect",194,10
"332",1,2,"high",10,NA,"imagine seated leg curl","direct",188,10
"333",1,2,"high",10,NA,"imagine seated row","indirect",322,8
"334",1,2,"high",10,NA,"imagine torso arm - sup","indirect",352,10
"335",1,2,"high",10,NA,"medx leg press - squat","direct",498,11
"336",1,2,"high",10,NA,"split stance biceps curl","direct",30,9
"337",1,2,"high",11,NA,"db incline hammer curl","direct",35,9
"338",1,2,"high",11,NA,"db romanian deadlift","direct",55,10
"339",1,2,"high",11,NA,"db seated triceps (french press)","direct",60,9
"340",1,2,"high",11,NA,"db supine triceps ext.","direct",50,8
"341",1,2,"high",11,NA,"imagine chest press","indirect",240,10
"342",1,2,"high",11,NA,"imagine leg ext.","direct",308,9
"343",1,2,"high",11,NA,"imagine overhead press","indirect",198,9
"344",1,2,"high",11,NA,"imagine seated leg curl","direct",190,8
"345",1,2,"high",11,NA,"imagine seated row","indirect",322,8
"346",1,2,"high",11,NA,"imagine torso arm - sup","indirect",352,10
"347",1,2,"high",11,NA,"medx leg press - squat","direct",498,10
"348",1,2,"high",11,NA,"split stance biceps curl","direct",30,10
"349",1,2,"high",12,NA,"db incline hammer curl","direct",35,9
"350",1,2,"high",12,NA,"db romanian deadlift","direct",55,10
"351",1,2,"high",12,NA,"db seated triceps (french press)","direct",60,8
"352",1,2,"high",12,NA,"db supine triceps ext.","direct",50,8
"353",1,2,"high",12,NA,"imagine chest press","indirect",242,10
"354",1,2,"high",12,NA,"imagine leg ext.","direct",308,9
"355",1,2,"high",12,NA,"imagine overhead press","indirect",198,8
"356",1,2,"high",12,NA,"imagine seated leg curl","direct",190,9
"357",1,2,"high",12,NA,"imagine seated row","indirect",322,9
"358",1,2,"high",12,NA,"imagine torso arm - sup","indirect",354,9
"359",1,2,"high",12,NA,"medx leg press - squat","direct",498,11
"360",1,2,"high",12,NA,"split stance biceps curl","direct",30,10
"361",1,2,"high",13,NA,"db incline hammer curl","direct",35,10
"362",1,2,"high",13,NA,"db romanian deadlift","direct",55,10
"363",1,2,"high",13,NA,"db seated triceps (french press)","direct",60,8
"364",1,2,"high",13,NA,"db supine triceps ext.","direct",50,6
"365",1,2,"high",13,NA,"imagine chest press","indirect",244,10
"366",1,2,"high",13,NA,"imagine leg ext.","direct",308,9
"367",1,2,"high",13,NA,"imagine overhead press","indirect",198,10
"368",1,2,"high",13,NA,"imagine seated leg curl","direct",190,10
"369",1,2,"high",13,NA,"imagine seated row","indirect",322,10
"370",1,2,"high",13,NA,"imagine torso arm - sup","indirect",354,10
"371",1,2,"high",13,NA,"medx leg press - squat","direct",498,10
"372",1,2,"high",13,NA,"split stance biceps curl","direct",30,10
"373",1,2,"high",14,NA,"db incline hammer curl","direct",35,10
"374",1,2,"high",14,NA,"db romanian deadlift","direct",60,10
"375",1,2,"high",14,NA,"db seated triceps (french press)","direct",60,10
"376",1,2,"high",14,NA,"db supine triceps ext.","direct",40,10
"377",1,2,"high",14,NA,"imagine chest press","indirect",246,10
"378",1,2,"high",14,NA,"imagine leg ext.","direct",308,9
"379",1,2,"high",14,NA,"imagine overhead press","indirect",200,10
"380",1,2,"high",14,NA,"imagine seated leg curl","direct",192,10
"381",1,2,"high",14,NA,"imagine seated row","indirect",324,10
"382",1,2,"high",14,NA,"imagine torso arm - sup","indirect",356,10
"383",1,2,"high",14,NA,"medx leg press - squat","direct",498,10
"384",1,2,"high",14,NA,"split stance biceps curl","direct",30,10
"385",1,2,"high",15,NA,"db incline hammer curl","direct",35,9
"386",1,2,"high",15,NA,"db romanian deadlift","direct",60,10
"387",1,2,"high",15,NA,"db seated triceps (french press)","direct",65,8
"388",1,2,"high",15,NA,"db supine triceps ext.","direct",40,10
"389",1,2,"high",15,NA,"imagine chest press","indirect",250,10
"390",1,2,"high",15,NA,"imagine leg ext.","direct",308,10
"391",1,2,"high",15,NA,"imagine overhead press","indirect",202,9
"392",1,2,"high",15,NA,"imagine seated leg curl","direct",194,10
"393",1,2,"high",15,NA,"imagine seated row","indirect",326,9
"394",1,2,"high",15,NA,"imagine torso arm - sup","indirect",358,10
"395",1,2,"high",15,NA,"medx leg press - squat","direct",498,11
"396",1,2,"high",15,NA,"split stance biceps curl","direct",30,10
"397",1,2,"high",16,NA,"db incline hammer curl","direct",35,10
"398",1,2,"high",16,NA,"db romanian deadlift","direct",60,10
"399",1,2,"high",16,NA,"db seated triceps (french press)","direct",65,9
"400",1,2,"high",16,NA,"db supine triceps ext.","direct",40,10
"401",1,2,"high",16,NA,"imagine chest press","indirect",252,10
"402",1,2,"high",16,NA,"imagine leg ext.","direct",312,10
"403",1,2,"high",16,NA,"imagine overhead press","indirect",202,10
"404",1,2,"high",16,NA,"imagine seated leg curl","direct",196,10
"405",1,2,"high",16,NA,"imagine seated row","indirect",326,10
"406",1,2,"high",16,NA,"imagine torso arm - sup","indirect",360,10
"407",1,2,"high",16,NA,"medx leg press - squat","direct",498,10
"408",1,2,"high",16,NA,"split stance biceps curl","direct",35,10
"409",1,2,"high",17,NA,"db incline hammer curl","direct",35,9
"410",1,2,"high",17,NA,"db romanian deadlift","direct",60,10
"411",1,2,"high",17,NA,"db seated triceps (french press)","direct",65,5
"412",1,2,"high",17,NA,"db supine triceps ext.","direct",45,10
"413",1,2,"high",17,NA,"imagine chest press","indirect",256,10
"414",1,2,"high",17,NA,"imagine leg ext.","direct",316,10
"415",1,2,"high",17,NA,"imagine overhead press","indirect",204,9
"416",1,2,"high",17,NA,"imagine seated leg curl","direct",200,10
"417",1,2,"high",17,NA,"imagine seated row","indirect",330,9
"418",1,2,"high",17,NA,"imagine torso arm - sup","indirect",362,10
"419",1,2,"high",17,NA,"medx leg press - squat","direct",498,10
"420",1,2,"high",17,NA,"split stance biceps curl","direct",35,8
"421",1,2,"high",18,NA,"db incline hammer curl","direct",35,10
"422",1,2,"high",18,NA,"db romanian deadlift","direct",60,10
"423",1,2,"high",18,NA,"db seated triceps (french press)","direct",60,9
"424",1,2,"high",18,NA,"db supine triceps ext.","direct",45,10
"425",1,2,"high",18,NA,"imagine chest press","indirect",260,9
"426",1,2,"high",18,NA,"imagine leg ext.","direct",320,10
"427",1,2,"high",18,NA,"imagine overhead press","indirect",204,10
